247,Rivals
School:  Rutgers Year:  2012 Name:  Chris Muller Position:  OT City:  Boyertown State:  PA Height:  78 Weight:  287 Stars:  4,School:  Baylor Year:  2012 Name:  Corey Coleman Position:  WR City:  Richardson State:  TX Height:  71 Weight:  180 Stars:  4,
School:  Utah Year:  2012 Name:  Jeremiah Poutasi Position:  OT City:  Las Vegas State:  NV Height:  77 Weight:  320 Stars:  4,School:  Baylor Year:  2012 Name:  Tre-Von Armstead Position:  OL City:  Port Arthur State:  TX Height:  78 Weight:  270 Stars:  3,
School:  Alabama Year:  2012 Name:  Dalvin Tomlinson Position:  DT City:  McDonough State:  GA Height:  75 Weight:  270 Stars:  4,School:  Baylor Year:  2012 Name:  Terrence Singleton Position:  ATH City:  Port Arthur State:  TX Height:  71 Weight:  175 Stars:  3,
School:  Florida State Year:  2012 Name:  Christo Kourtzidis Position:  TE City:  Orange State:  CA Height:  76 Weight:  238 Stars:  4,School:  Baylor Year:  2012 Name:  Lynx Hawthorne Position:  ATH City:  Refugio State:  TX Height:  73 Weight:  185 Stars:  3,
School:  Texas Year:  2012 Name:  Timothy Cole Position:  OLB City:  Brenham State:  TX Height:  73 Weight:  205 Stars:  4,School:  Baylor Year:  2012 Name:  Kiante Griffin Position:  WR City:  Carrollton State:  TX Height:  72 Weight:  200 Stars:  3,
School:  Oregon Year:  2012 Name:  Evan Baylis Position:  TE City:  Aurora State:  CO Height:  77 Weight:  230 Stars:  4,School:  Baylor Year:  2012 Name:  Terrell Burt Position:  DB City:  Wylie State:  TX Height:  70 Weight:  170 Stars:  3,
School:  California Year:  2012 Name:  Darius Powe Position:  WR City:  Lakewood State:  CA Height:  74 Weight:  195 Stars:  4,School:  Baylor Year:  2012 Name:  Aiavion Edwards Position:  DB City:  Stephenville State:  TX Height:  73 Weight:  205 Stars:  3,
School:  LSU Year:  2012 Name:  Lorenzo Phillips Position:  OLB City:  Patterson State:  LA Height:  73 Weight:  200 Stars:  4,School:  Boise State Year:  2012 Name:  Kolton Donovan Position:  OL City:  St. George State:  UT Height:  75 Weight:  260 Stars:  2,
School:  Michigan Year:  2012 Name:  Amara Darboh Position:  WR City:  West Des Moines State:  IA Height:  74 Weight:  205 Stars:  4,School:  Boise State Year:  2012 Name:  Archie Lewis Position:  DT City:  Rancho Cucamonga State:  CA Height:  76 Weight:  250 Stars:  0,
School:  Louisville Year:  2012 Name:  Nick Dawson Position:  ILB City:  Charlotte State:  NC Height:  75 Weight:  240 Stars:  4,School:  Boise State Year:  2012 Name:  Sam McCaskill Position:  DE City:  Eugene State:  OR Height:  75 Weight:  240 Stars:  2,
School:  Oregon Year:  2012 Name:  Jake Rodrigues Position:  PRO City:  Rocklin State:  CA Height:  75 Weight:  215 Stars:  4,School:  Boise State Year:  2012 Name:  Mario Yakoo Position:  OL City:  Spring Valley State:  CA Height:  76 Weight:  325 Stars:  2,
School:  Pittsburgh Year:  2012 Name:  Deaysean Rippy Position:  OLB City:  Mckees Rocks State:  PA Height:  74 Weight:  205 Stars:  4,School:  Boise State Year:  2012 Name:  Darien Barrett Position:  DE City:  Inglewood State:  CA Height:  75 Weight:  230 Stars:  3,
School:  Florida Year:  2012 Name:  Jeremi Powell Position:  OLB City:  Largo State:  FL Height:  74 Weight:  200 Stars:  4,School:  Boise State Year:  2012 Name:  Connor Peters Position:  TE City:  Antioch State:  CA Height:  76 Weight:  248 Stars:  3,
School:  Texas Year:  2012 Name:  Hassan Ridgeway Position:  SDE City:  Mansfield State:  TX Height:  76 Weight:  250 Stars:  4,School:  Boise State Year:  2012 Name:  Chris Collins Position:  LB City:  Santa Monica State:  CA Height:  74 Weight:  200 Stars:  2,
School:  Tennessee Year:  2012 Name:  Drae Bowles Position:  WR City:  Jackson State:  TN Height:  73 Weight:  200 Stars:  4,School:  Boise State Year:  2012 Name:  Sean Wale Position:  K City:  La Habra State:  CA Height:  75 Weight:  175 Stars:  2,
School:  Oregon Year:  2012 Name:  DeForest Buckner Position:  WDE City:  Honolulu State:  HI Height:  79 Weight:  238 Stars:  4,School:  Boise State Year:  2012 Name:  Demarcus Lawrence Position:  DE City:  El Dorado State:  KS Height:  75 Weight:  245 Stars:  3,
School:  Auburn Year:  2012 Name:  Shane Callahan Position:  OT City:  Parker State:  CO Height:  78 Weight:  275 Stars:  4,School:  Boise State Year:  2012 Name:  D.J. Dean Position:  DB City:  Eagle State:  ID Height:  74 Weight:  195 Stars:  2,
School:  Clemson Year:  2012 Name:  Zac Brooks Position:  ATH City:  Jonesboro State:  AR Height:  73 Weight:  180 Stars:  4,School:  Boise State Year:  2012 Name:  Elliot Hoyte Position:  OL City:  United Kingdom State:  null Height:  77 Weight:  270 Stars:  2,
School:  LSU Year:  2012 Name:  Avery Peterson Position:  WR City:  Chatham State:  VA Height:  74 Weight:  185 Stars:  4,School:  Boise State Year:  2012 Name:  Chanceller James Position:  DB City:  Spring Valley State:  CA Height:  75 Weight:  185 Stars:  3,
School:  Georgia Tech Year:  2012 Name:  Francis Kallon Position:  SDE City:  Lawrenceville State:  GA Height:  77 Weight:  254 Stars:  4,School:  Boise State Year:  2012 Name:  Chris Santini Position:  DB City:  San Jose State:  CA Height:  73 Weight:  213 Stars:  3,
School:  Mississippi State Year:  2012 Name:  Beniquez Brown Position:  OLB City:  Florence State:  AL Height:  74 Weight:  215 Stars:  4,School:  Boise State Year:  2012 Name:  Andrew Pint Position:  LB City:  Highlands Ranch State:  CO Height:  73 Weight:  205 Stars:  2,
School:  Rutgers Year:  2012 Name:  J.J. Denman Position:  OT City:  Fairless Hills State:  PA Height:  78 Weight:  310 Stars:  4,School:  Boise State Year:  2012 Name:  Travis Averill Position:  OL City:  Anaheim State:  CA Height:  76 Weight:  270 Stars:  3,
School:  Tennessee Year:  2012 Name:  Jason Croom Position:  WR City:  Norcross State:  GA Height:  77 Weight:  220 Stars:  4,School:  Boise State Year:  2012 Name:  Ben Weaver Position:  LB City:  Klein State:  TX Height:  73 Weight:  225 Stars:  3,
School:  Auburn Year:  2012 Name:  Cassanova McKinzy Position:  OLB City:  Birmingham State:  AL Height:  75 Weight:  230 Stars:  4,School:  Boise State Year:  2012 Name:  Jack Fields Position:  RB City:  El Paso State:  TX Height:  71 Weight:  200 Stars:  3,
School:  Michigan Year:  2012 Name:  Jarrod Wilson Position:  S City:  Akron State:  OH Height:  75 Weight:  190 Stars:  4,School:  Boise State Year:  2012 Name:  Donte Deayon Position:  DB City:  Fontana State:  CA Height:  67 Weight:  145 Stars:  3,
School:  Notre Dame Year:  2012 Name:  Will Mahone Position:  RB City:  Youngstown State:  OH Height:  71 Weight:  205 Stars:  4,School:  Boise State Year:  2012 Name:  Devan Demas Position:  RB City:  Houston State:  TX Height:  69 Weight:  165 Stars:  3,
School:  Virginia Year:  2012 Name:  Greyson Lambert Position:  PRO City:  Jesup State:  GA Height:  77 Weight:  208 Stars:  4,School:  Boise State Year:  2012 Name:  Steven Baggett Position:  OL City:  Arlington State:  TX Height:  75 Weight:  255 Stars:  2,
School:  TCU Year:  2012 Name:  Griffin Gilbert Position:  WR City:  Austin State:  TX Height:  77 Weight:  195 Stars:  4,School:  Boise State Year:  2012 Name:  Armand Nance Position:  TE City:  Houston State:  TX Height:  74 Weight:  230 Stars:  2,
School:  UCLA Year:  2012 Name:  Aaron Porter Position:  ILB City:  La Habra State:  CA Height:  73 Weight:  230 Stars:  4,School:  Boise State Year:  2012 Name:  Chaz Anderson Position:  DB City:  Los Angeles State:  CA Height:  72 Weight:  175 Stars:  3,
School:  Vanderbilt Year:  2012 Name:  Brian Kimbrow Position:  APB City:  Memphis State:  TN Height:  69 Weight:  165 Stars:  4,School:  Boise State Year:  2012 Name:  Shane Rhodes Position:  RB City:  Klein State:  TX Height:  66 Weight:  160 Stars:  3,
School:  South Carolina Year:  2012 Name:  Joe Harris Position:  OG City:  Lithonia State:  GA Height:  75 Weight:  292 Stars:  4,School:  Boise State Year:  2012 Name:  Nick Patti Position:  QB City:  Orlando State:  FL Height:  71 Weight:  180 Stars:  3,
School:  Stanford Year:  2012 Name:  Luke Kaumatule Position:  SDE City:  Honolulu State:  HI Height:  80 Weight:  270 Stars:  4,School:  Boise State Year:  2012 Name:  Deontae Florence Position:  DB City:  Palm Desert State:  CA Height:  70 Weight:  180 Stars:  0,
School:  Michigan State Year:  2012 Name:  Monty Madaris Position:  WR City:  Cincinnati State:  OH Height:  73 Weight:  190 Stars:  4,School:  Boston College Year:  2012 Name:  George Craan Position:  RB City:  Concord State:  MA Height:  70 Weight:  205 Stars:  2,
School:  Texas A&M Year:  2012 Name:  Mike Matthews Position:  OC City:  Missouri City State:  TX Height:  75 Weight:  265 Stars:  4,School:  Boston College Year:  2012 Name:  Michael Giacone Position:  TE City:  Jersey City State:  NJ Height:  77 Weight:  246 Stars:  3,
School:  LSU Year:  2012 Name:  John Thomas Position:  TE City:  Bossier City State:  LA Height:  77 Weight:  250 Stars:  4,School:  Boston College Year:  2012 Name:  David Dudeck Position:  ATH City:  Princeton State:  NJ Height:  72 Weight:  195 Stars:  2,
School:  Florida Year:  2012 Name:  Rhaheim Ledbetter Position:  S City:  Shelby State:  NC Height:  71 Weight:  190 Stars:  4,School:  Boston College Year:  2012 Name:  Bryce Jones Position:  QB City:  Cleveland Heights State:  OH Height:  71 Weight:  160 Stars:  2,
School:  Virginia Tech Year:  2012 Name:  J.C. Coleman Position:  APB City:  Chesapeake State:  VA Height:  66 Weight:  175 Stars:  4,School:  Boston College Year:  2012 Name:  Bobby Wolford Position:  LB City:  Jacksonville State:  FL Height:  75 Weight:  232 Stars:  3,
School:  Oregon Year:  2012 Name:  Reggie Daniels Position:  S City:  Chandler State:  AZ Height:  74 Weight:  185 Stars:  4,School:  Boston College Year:  2012 Name:  Steven Daniels Position:  LB City:  Worcester State:  MA Height:  72 Weight:  225 Stars:  4,
School:  Michigan Year:  2012 Name:  Mario Ojemudia Position:  WDE City:  Farmington State:  MI Height:  74 Weight:  215 Stars:  4,School:  Boston College Year:  2012 Name:  Justin Simmons Position:  DB City:  Stuart State:  FL Height:  75 Weight:  175 Stars:  3,
School:  Baylor Year:  2012 Name:  Brian Nance Position:  OLB City:  Euless State:  TX Height:  75 Weight:  230 Stars:  4,School:  Boston College Year:  2012 Name:  Mike Strizak Position:  LB City:  Ramsey State:  NJ Height:  74 Weight:  228 Stars:  3,
School:  Texas Year:  2012 Name:  Marcus Johnson Position:  WR City:  League City State:  TX Height:  74 Weight:  183 Stars:  4,School:  Boston College Year:  2012 Name:  Joel Zoungrana Position:  WR City:  Montreal State:  PQ Height:  72 Weight:  183 Stars:  2,
School:  LSU Year:  2012 Name:  Ronnie Feist Position:  OLB City:  Edgard State:  LA Height:  73 Weight:  225 Stars:  4,School:  Boston College Year:  2012 Name:  Dan Crimmins Position:  ATH City:  Demarest State:  NJ Height:  77 Weight:  220 Stars:  3,
School:  Ohio State Year:  2012 Name:  Joey O'Connor Position:  OG City:  Windsor State:  CO Height:  75 Weight:  280 Stars:  4,School:  Boston College Year:  2012 Name:  Harrison Jackson Position:  WR City:  Purcellville State:  VA Height:  74 Weight:  181 Stars:  2,
School:  LSU Year:  2012 Name:  Corey Thompson Position:  S City:  Missouri City State:  TX Height:  74 Weight:  202 Stars:  4,School:  Boston College Year:  2012 Name:  Malachi Moore Position:  DE City:  Sparta State:  NJ Height:  78 Weight:  240 Stars:  2,
School:  UCLA Year:  2012 Name:  Marcus Rios Position:  CB City:  Elk Grove State:  CA Height:  72 Weight:  170 Stars:  4,School:  Boston College Year:  2012 Name:  Jim Cashman Position:  OL City:  Haddonfield State:  NJ Height:  79 Weight:  275 Stars:  3,
School:  Oklahoma Year:  2012 Name:  Taylor McNamara Position:  TE City:  San Diego State:  CA Height:  77 Weight:  240 Stars:  4,School:  Boston College Year:  2012 Name:  Tim Joy Position:  LB City:  North Chelmsford State:  MA Height:  74 Weight:  215 Stars:  3,
School:  Michigan Year:  2012 Name:  Devin Funchess Position:  TE City:  Farmington State:  MI Height:  76 Weight:  215 Stars:  4,School:  Boston College Year:  2012 Name:  Frank Taylor Position:  OL City:  Warminster State:  PA Height:  75 Weight:  285 Stars:  3,
School:  Texas A&M Year:  2012 Name:  Germain Ifedi Position:  OG City:  Houston State:  TX Height:  77 Weight:  330 Stars:  4,School:  Boston College Year:  2012 Name:  Win Homer Position:  OL City:  Christchurch State:  VA Height:  77 Weight:  245 Stars:  4,
School:  Nebraska Year:  2012 Name:  Greg McMullen Position:  SDE City:  Akron State:  OH Height:  77 Weight:  255 Stars:  4,School:  Boston College Year:  2012 Name:  Nigel Matthews Position:  WR City:  Rome State:  GA Height:  74 Weight:  195 Stars:  2,
School:  LSU Year:  2012 Name:  Jeremy Liggins Position:  ATH City:  Oxford State:  MS Height:  75 Weight:  270 Stars:  4,School:  Penn State Year:  2012 Name:  Evan Schwan Position:  DE City:  Harrisburg State:  PA Height:  78 Weight:  235 Stars:  2,
School:  Alabama Year:  2012 Name:  Alphonse Taylor Position:  OT City:  Mobile State:  AL Height:  77 Weight:  330 Stars:  4,School:  Penn State Year:  2012 Name:  Steven Bench Position:  QB City:  Cairo State:  GA Height:  75 Weight:  206 Stars:  3,
School:  Nebraska Year:  2012 Name:  Imani Cross Position:  RB City:  Gainesville State:  GA Height:  73 Weight:  222 Stars:  4,School:  Penn State Year:  2012 Name:  Wendy Laurent Position:  DT City:  Princeton State:  NJ Height:  76 Weight:  285 Stars:  2,
School:  Tennessee Year:  2012 Name:  Pig Howard Position:  WR City:  Orlando State:  FL Height:  68 Weight:  180 Stars:  4,School:  Penn State Year:  2012 Name:  Trevor Williams Position:  WR City:  Towson State:  MD Height:  74 Weight:  190 Stars:  3,
School:  Nebraska Year:  2012 Name:  Jordan Westerkamp Position:  WR City:  Lombard State:  IL Height:  73 Weight:  190 Stars:  4,School:  Penn State Year:  2012 Name:  Jonathan Warner Position:  WR City:  Camas State:  WA Height:  73 Weight:  200 Stars:  2,
School:  Stanford Year:  2012 Name:  Graham Shuler Position:  OG City:  Brentwood State:  TN Height:  76 Weight:  268 Stars:  4,School:  Penn State Year:  2012 Name:  DaQuan Davis Position:  DB City:  Towson State:  MD Height:  71 Weight:  172 Stars:  2,
School:  Georgia Year:  2012 Name:  Josh Dawson Position:  WDE City:  Tucker State:  GA Height:  76 Weight:  220 Stars:  4,School:  Penn State Year:  2012 Name:  Jordan Lucas Position:  DB City:  Worcester State:  MA Height:  73 Weight:  195 Stars:  3,
School:  Washington Year:  2012 Name:  Jeff Lindquist Position:  PRO City:  Mercer Island State:  WA Height:  75 Weight:  225 Stars:  4,School:  Penn State Year:  2012 Name:  Malik Golden Position:  ATH City:  Cheshire State:  CT Height:  73 Weight:  185 Stars:  3,
School:  TCU Year:  2012 Name:  Halapoulivaati Vaitai Position:  OT City:  Fort Worth State:  TX Height:  78 Weight:  260 Stars:  4,School:  Penn State Year:  2012 Name:  Jake Kiley Position:  ATH City:  New Hampton State:  NH Height:  74 Weight:  173 Stars:  2,
School:  Wisconsin Year:  2012 Name:  Vonte Jackson Position:  RB City:  Kenosha State:  WI Height:  72 Weight:  180 Stars:  4,School:  Penn State Year:  2012 Name:  Nyeem Wartman Position:  LB City:  Archbald State:  PA Height:  75 Weight:  220 Stars:  3,
School:  Stanford Year:  2012 Name:  Jordan Watkins Position:  DT City:  Atlanta State:  GA Height:  77 Weight:  256 Stars:  4,School:  Penn State Year:  2012 Name:  Austin Johnson Position:  DT City:  Richland State:  NJ Height:  76 Weight:  276 Stars:  3,
School:  Rutgers Year:  2012 Name:  Quanzell Lambert Position:  ILB City:  Sicklerville State:  NJ Height:  75 Weight:  240 Stars:  4,School:  Penn State Year:  2012 Name:  Derek Dowrey Position:  DT City:  Winchester State:  VA Height:  75 Weight:  279 Stars:  2,
School:  None Year:  2012 Name:  Jalen Cobb Position:  WR City:  Warren State:  AR Height:  73 Weight:  180 Stars:  4,School:  Penn State Year:  2012 Name:  Brian Gaia Position:  OL City:  Baltimore State:  MD Height:  77 Weight:  285 Stars:  3,
School:  Washington Year:  2012 Name:  Pio Vatuvei Position:  SDE City:  Patterson State:  CA Height:  75 Weight:  265 Stars:  4,School:  Penn State Year:  2012 Name:  Jesse James Position:  TE City:  McKeesport State:  PA Height:  79 Weight:  248 Stars:  3,
School:  Oklahoma State Year:  2012 Name:  Michael Wilson Position:  OT City:  Aledo State:  TX Height:  78 Weight:  250 Stars:  4,School:  Penn State Year:  2012 Name:  Brent Wilkerson Position:  TE City:  Hyattsville State:  MD Height:  76 Weight:  245 Stars:  3,
School:  Miami Year:  2012 Name:  Malcolm Lewis Position:  WR City:  Hollywood State:  FL Height:  72 Weight:  190 Stars:  4,School:  Penn State Year:  2012 Name:  Anthony Stanko Position:  OL City:  Warren State:  OH Height:  77 Weight:  302 Stars:  3,
School:  Texas Year:  2012 Name:  Paul Boyette Position:  DT City:  Humble State:  TX Height:  76 Weight:  290 Stars:  4,School:  Penn State Year:  2012 Name:  Eugene Lewis Position:  WR City:  Plymouth State:  PA Height:  74 Weight:  181 Stars:  4,
School:  LSU Year:  2012 Name:  Lamar Louis Position:  OLB City:  Breaux Bridge State:  LA Height:  72 Weight:  210 Stars:  4,School:  Penn State Year:  2012 Name:  Akeel Lynch Position:  RB City:  Athol Springs State:  NY Height:  72 Weight:  205 Stars:  3,
School:  Baylor Year:  2012 Name:  Ryan Reid Position:  CB City:  Sherman State:  TX Height:  69 Weight:  182 Stars:  4,School:  Penn State Year:  2012 Name:  Brennan Franklin Position:  LB City:  Peoria State:  AZ Height:  74 Weight:  241 Stars:  0,
School:  Clemson Year:  2012 Name:  Cordrea Tankersley Position:  ATH City:  Aiken State:  SC Height:  74 Weight:  185 Stars:  4,School:  Brigham Young Year:  2012 Name:  Theodore King Position:  DE City:  San Jose State:  CA Height:  75 Weight:  235 Stars:  2,
School:  Arkansas Year:  2012 Name:  Keon Hatcher Position:  WR City:  Owasso State:  OK Height:  74 Weight:  195 Stars:  4,School:  Brigham Young Year:  2012 Name:  Marques Johnson Position:  DT City:  Torrance State:  CA Height:  74 Weight:  310 Stars:  3,
School:  Utah Year:  2012 Name:  Travis Wilson Position:  PRO City:  San Clemente State:  CA Height:  78 Weight:  210 Stars:  4,School:  Brigham Young Year:  2012 Name:  Jamaal Williams Position:  RB City:  Fontana State:  CA Height:  74 Weight:  193 Stars:  3,
School:  LSU Year:  2012 Name:  Derrick Raymond Position:  CB City:  Metairie State:  LA Height:  72 Weight:  165 Stars:  4,School:  Brigham Young Year:  2012 Name:  Steven Richards Position:  TE City:  Sandy State:  UT Height:  76 Weight:  240 Stars:  2,
School:  California Year:  2012 Name:  Kenny Lawler Position:  WR City:  Upland State:  CA Height:  75 Weight:  175 Stars:  4,School:  Brigham Young Year:  2012 Name:  Troy Hinds Position:  DE City:  Kaysville State:  UT Height:  76 Weight:  235 Stars:  4,
School:  Nebraska Year:  2012 Name:  Michael Rose-Ivey Position:  ILB City:  Kansas City State:  MO Height:  72 Weight:  225 Stars:  4,School:  Brigham Young Year:  2012 Name:  Micah Hanneman Position:  DB City:  Highland State:  UT Height:  73 Weight:  190 Stars:  2,
School:  Oklahoma Year:  2012 Name:  Trevor Knight Position:  PRO City:  San Antonio State:  TX Height:  75 Weight:  195 Stars:  4,School:  Brigham Young Year:  2012 Name:  J. Leuta-Douyere Position:  DE City:  Anaheim State:  CA Height:  73 Weight:  235 Stars:  2,
School:  Missouri Year:  2012 Name:  Donavin Newsom Position:  ILB City:  Saint Louis State:  MO Height:  74 Weight:  220 Stars:  4,School:  Brigham Young Year:  2012 Name:  Butch Pauu Position:  LB City:  Anaheim State:  CA Height:  72 Weight:  220 Stars:  3,
School:  Clemson Year:  2012 Name:  Ronald Geohaghan Position:  S City:  Fairfax State:  SC Height:  73 Weight:  190 Stars:  4,School:  Brigham Young Year:  2012 Name:  Austin Hoyt Position:  DE City:  Jackson State:  CA Height:  79 Weight:  260 Stars:  3,
School:  Clemson Year:  2012 Name:  Martin Aiken Position:  SDE City:  Bamberg State:  SC Height:  75 Weight:  240 Stars:  4,School:  Brigham Young Year:  2012 Name:  Phillip Amone Position:  LB City:  Orlando State:  FL Height:  72 Weight:  230 Stars:  3,
School:  Nebraska Year:  2012 Name:  Tommy Armstrong Position:  DUAL City:  Schertz State:  TX Height:  73 Weight:  200 Stars:  4,School:  Brigham Young Year:  2012 Name:  Dylan Collie Position:  WR City:  El Dorado Hills State:  CA Height:  71 Weight:  175 Stars:  3,
School:  Oklahoma State Year:  2012 Name:  Brandon Sheperd Position:  WR City:  Chesterfield State:  MO Height:  75 Weight:  185 Stars:  4,School:  Brigham Young Year:  2012 Name:  Tanner Mangum Position:  QB City:  Eagle State:  ID Height:  75 Weight:  195 Stars:  4,
School:  Arizona Year:  2012 Name:  Freddie Tagaloa Position:  OT City:  Richmond State:  CA Height:  80 Weight:  315 Stars:  4,School:  Brigham Young Year:  2012 Name:  Josh Weeks Position:  WR City:  Show Low State:  AZ Height:  76 Weight:  200 Stars:  3,
School:  Arkansas Year:  2012 Name:  Otha Peters Position:  OLB City:  Covington State:  LA Height:  73 Weight:  223 Stars:  4,School:  Brigham Young Year:  2012 Name:  Matt Hadley Position:  DB City:  Connell State:  WA Height:  71 Weight:  208 Stars:  3,
School:  Washington Year:  2012 Name:  Brandon Beaver Position:  CB City:  Compton State:  CA Height:  73 Weight:  179 Stars:  4,School:  Brigham Young Year:  2012 Name:  Rhett Sandlin Position:  DB City:  Sandy State:  UT Height:  75 Weight:  225 Stars:  3,
School:  Syracuse Year:  2012 Name:  Wayne Morgan Position:  CB City:  Brooklyn State:  NY Height:  70 Weight:  184 Stars:  4,School:  California Year:  2012 Name:  Antoine Davis Position:  LB City:  San Pablo State:  CA Height:  77 Weight:  225 Stars:  0,
School:  LSU Year:  2012 Name:  Jeremy Hill Position:  RB City:  Baton Rouge State:  LA Height:  73 Weight:  220 Stars:  4,School:  California Year:  2012 Name:  Willie Fletcher Position:  DB City:  Orange State:  CA Height:  75 Weight:  180 Stars:  2,
School:  LSU Year:  2012 Name:  Derek Edinburgh Position:  OT City:  New Orleans State:  LA Height:  80 Weight:  320 Stars:  4,School:  California Year:  2012 Name:  Maurice Bennett Position:  DT City:  Madison State:  MS Height:  74 Weight:  282 Stars:  3,
School:  South Carolina Year:  2012 Name:  Darius English Position:  WDE City:  Powder Springs State:  GA Height:  78 Weight:  215 Stars:  4,School:  California Year:  2012 Name:  Kenny Lawler Position:  WR City:  Upland State:  CA Height:  75 Weight:  175 Stars:  4,
School:  South Carolina Year:  2012 Name:  Chaz Elder Position:  S City:  Atlanta State:  GA Height:  73 Weight:  185 Stars:  4,School:  California Year:  2012 Name:  Raymond Ford Position:  DB City:  Gardena State:  CA Height:  70 Weight:  180 Stars:  3,
School:  Auburn Year:  2012 Name:  Zeke Pike Position:  PRO City:  Ft Mitchell State:  KY Height:  77 Weight:  229 Stars:  4,School:  California Year:  2012 Name:  Jeffrey Coprich Position:  RB City:  Stevenson Ranch State:  CA Height:  69 Weight:  182 Stars:  3,
School:  Nebraska Year:  2012 Name:  Jared Afalava Position:  OLB City:  South Jordan State:  UT Height:  73 Weight:  210 Stars:  4,School:  California Year:  2012 Name:  Matt Cochran Position:  OL City:  Atwater State:  CA Height:  76 Weight:  340 Stars:  3,
School:  Texas A&M Year:  2012 Name:  Jordan Richmond Position:  OLB City:  Denton State:  TX Height:  75 Weight:  225 Stars:  4,School:  California Year:  2012 Name:  Steven Moore Position:  OL City:  Elk Grove State:  CA Height:  78 Weight:  265 Stars:  3,
School:  Arkansas Year:  2012 Name:  Taiwan Johnson Position:  SDE City:  Manvel State:  TX Height:  75 Weight:  238 Stars:  4,School:  California Year:  2012 Name:  Chris Harper Position:  WR City:  Encino State:  CA Height:  72 Weight:  165 Stars:  3,
School:  NC State Year:  2012 Name:  Kenderius Whitehead Position:  WDE City:  Lithonia State:  GA Height:  77 Weight:  210 Stars:  4,School:  California Year:  2012 Name:  Darius Powe Position:  WR City:  Lakewood State:  CA Height:  74 Weight:  186 Stars:  4,
School:  Virginia Tech Year:  2012 Name:  Donaldven Manning Position:  CB City:  Miami State:  FL Height:  70 Weight:  155 Stars:  4,School:  California Year:  2012 Name:  Christian Okafor Position:  OL City:  Houston State:  TX Height:  78 Weight:  300 Stars:  3,
School:  Mississippi State Year:  2012 Name:  Will Redmond Position:  ATH City:  Memphis State:  TN Height:  72 Weight:  180 Stars:  4,School:  California Year:  2012 Name:  Cole Leininger Position:  K City:  Fruit Cove State:  FL Height:  74 Weight:  195 Stars:  2,
School:  Florida State Year:  2012 Name:  Colin Blake Position:  CB City:  San Antonio State:  TX Height:  75 Weight:  180 Stars:  4,School:  California Year:  2012 Name:  Freddie Tagaloa Position:  OL City:  Richmond State:  CA Height:  80 Weight:  300 Stars:  4,
School:  Virginia Tech Year:  2012 Name:  Jarontay Jones Position:  WDE City:  Stone Mountain State:  GA Height:  74 Weight:  245 Stars:  4,School:  California Year:  2012 Name:  Cedric Dozier Position:  ATH City:  Lakewood State:  WA Height:  71 Weight:  175 Stars:  4,
School:  Texas A&M Year:  2012 Name:  Edward Pope Position:  ATH City:  Carthage State:  TX Height:  75 Weight:  175 Stars:  4,School:  California Year:  2012 Name:  Maximo Espitia Jr. Position:  RB City:  Salem State:  OR Height:  74 Weight:  205 Stars:  3,
School:  Texas Tech Year:  2012 Name:  Jared Kaster Position:  OC City:  Rice State:  TX Height:  76 Weight:  265 Stars:  4,School:  California Year:  2012 Name:  Hardy Nickerson Position:  LB City:  Oakland State:  CA Height:  72 Weight:  218 Stars:  3,
School:  Florida Year:  2012 Name:  Latroy Pittman Position:  ATH City:  Citra State:  FL Height:  73 Weight:  200 Stars:  4,School:  California Year:  2012 Name:  Bryce Treggs Position:  WR City:  Bellflower State:  CA Height:  71 Weight:  171 Stars:  4,
School:  Georgia Year:  2012 Name:  John Atkins Position:  DT City:  Thomson State:  GA Height:  75 Weight:  305 Stars:  4,School:  California Year:  2012 Name:  Michael Barton Position:  LB City:  Concord State:  CA Height:  73 Weight:  200 Stars:  4,
School:  Utah Year:  2012 Name:  Hiva Lutui Position:  OG City:  Euless State:  TX Height:  74 Weight:  285 Stars:  4,School:  California Year:  2012 Name:  Zach Kline Position:  QB City:  Danville State:  CA Height:  74 Weight:  210 Stars:  4,
School:  Missouri Year:  2012 Name:  Maty Mauk Position:  DUAL City:  Kenton State:  OH Height:  74 Weight:  200 Stars:  4,School:  Central Michigan Year:  2012 Name:  DeFarrel Davis Position:  WR City:  Garden City State:  NY Height:  74 Weight:  180 Stars:  0,
School:  Tennessee Year:  2012 Name:  Davante Bourque Position:  APB City:  Crowley State:  LA Height:  74 Weight:  210 Stars:  4,School:  Central Michigan Year:  2012 Name:  Nathan Ricketts Position:  LB City:  Holland State:  MI Height:  75 Weight:  215 Stars:  3,
School:  Ohio State Year:  2012 Name:  Jamal Marcus Position:  WDE City:  Durham State:  NC Height:  74 Weight:  225 Stars:  4,School:  Central Michigan Year:  2012 Name:  Louis Palmer Position:  DE City:  Detroit State:  MI Height:  74 Weight:  260 Stars:  2,
School:  UCLA Year:  2012 Name:  Lacy Westbrook Position:  OT City:  Compton State:  CA Height:  77 Weight:  300 Stars:  4,School:  Central Michigan Year:  2012 Name:  Ron Coluzzi Position:  K City:  Naperville State:  IL Height:  70 Weight:  185 Stars:  2,
School:  New Mexico State Year:  2012 Name:  Tyler Matthews Position:  PRO City:  Mcpherson State:  KS Height:  75 Weight:  205 Stars:  4,School:  Central Michigan Year:  2012 Name:  Kelby Latta Position:  OL City:  Battle Creek State:  MI Height:  76 Weight:  295 Stars:  3,
